SYMBOL,Gene,Feature
SPRED3,ENSG00000188766,ENST00000590962
SPRED3,ENSG00000188766,ENST00000586301
SPRED3,ENSG00000188766,ENST00000338502
GGN,ENSG00000179168,ENST00000586599
GGN,ENSG00000179168,ENST00000587676
SPRED3,ENSG00000188766,ENST00000587013
GGN,ENSG00000179168,ENST00000585737
SPRED3,ENSG00000188766,ENST00000586958
SPRED3,ENSG00000188766,ENST00000587564
GGN,ENSG00000179168,ENST00000591809
,,ENSR00001913457
RYR1,ENSG00000196218,ENST00000355481
RYR1,ENSG00000196218,ENST00000360985
RYR1,ENSG00000196218,ENST00000359596
RYR1,ENSG00000196218,ENST00000594111
LGALS14,ENSG00000006659,ENST00000360675
LGALS14,ENSG00000006659,ENST00000392052
LGALS14,ENSG00000006659,ENST00000601802
,,ENSR00001913774
CYP2S1,ENSG00000167600,ENST00000593545
CYP2S1,ENSG00000167600,ENST00000597754
CYP2S1,ENSG00000167600,ENST00000600561
CYP2S1,ENSG00000167600,ENST00000593890
CYP2S1,ENSG00000167600,ENST00000595590
CYP2S1,ENSG00000167600,ENST00000310054
PPP1R37,ENSG00000104866,ENST00000544069
PPP1R37,ENSG00000104866,ENST00000221462
MARK4,ENSG00000007047,ENST00000587566
PPP1R37,ENSG00000104866,ENST00000544897
PPP1R37,ENSG00000104866,ENST00000496125
,,ENSR00001648482
SLC8A2,ENSG00000118160,ENST00000236877
SLC8A2,ENSG00000118160,ENST00000601757
SLC8A2,ENSG00000118160,ENST00000542837
SLC8A2,ENSG00000118160,ENST00000539381
CTD-2571L23.8,ENSG00000268746,ENST00000599924
GLTSCR1,ENSG00000063169,ENST00000594866
GLTSCR1,ENSG00000063169,ENST00000396720
GLTSCR1,ENSG00000063169,ENST00000614245
,,ENSR00001915468
,,ENSR00001648750
,,
PRR12,ENSG00000126464,ENST00000418929
PRR12,ENSG00000126464,ENST00000593853
CTB-33G10.11,ENSG00000268636,ENST00000600665
PRR12,ENSG00000126464,ENST00000615927
MED25,ENSG00000104973,ENST00000594998
MED25,ENSG00000104973,ENST00000622046
MED25,ENSG00000104973,ENST00000538643
MED25,ENSG00000104973,ENST00000618715
MED25,ENSG00000104973,ENST00000617849
MED25,ENSG00000104973,ENST00000595185
MED25,ENSG00000104973,ENST00000620467
MED25,ENSG00000104973,ENST00000599722
MED25,ENSG00000104973,ENST00000622402
MED25,ENSG00000104973,ENST00000593767
MIR6800,ENSG00000277609,ENST00000614963
MED25,ENSG00000104973,ENST00000612791
MED25,ENSG00000104973,ENST00000312865
MED25,ENSG00000104973,ENST00000612854
C19orf48,ENSG00000167747,ENST00000345523
C19orf48,ENSG00000167747,ENST00000601267
C19orf48,ENSG00000167747,ENST00000597493
C19orf48,ENSG00000167747,ENST00000599004
C19orf48,ENSG00000167747,ENST00000596287
C19orf48,ENSG00000167747,ENST00000595794
CTD-2568A17.8,ENSG00000268375,ENST00000594114
C19orf48,ENSG00000167747,ENST00000391812
C19orf48,ENSG00000167747,ENST00000597705
C19orf48,ENSG00000167747,ENST00000598463
ACPT,ENSG00000142513,ENST00000270593
C19orf48,ENSG00000167747,ENST00000600373
C19orf48,ENSG00000167747,ENST00000593287
C19orf48,ENSG00000167747,ENST00000596554
C19orf48,ENSG00000167747,ENST00000596655
,,ENSR00001916145
RPS9,ENSG00000170889,ENST00000448962
LILRB3,ENSG00000204577,ENST00000469273
LILRB3,ENSG00000204577,ENST00000468668
LILRA6,ENSG00000244482,ENST00000391735
LILRA6,ENSG00000244482,ENST00000440558
LILRB3,ENSG00000204577,ENST00000445347
LILRA6,ENSG00000244482,ENST00000419410
LILRB3,ENSG00000204577,ENST00000414379
LILRB3,ENSG00000204577,ENST00000346401
LILRB3,ENSG00000204577,ENST00000245620
LILRB3,ENSG00000204577,ENST00000391750
LILRB3,ENSG00000204577,ENST00000460208
LILRB3,ENSG00000204577,ENST00000436504
IL11,ENSG00000095752,ENST00000590625
IL11,ENSG00000095752,ENST00000264563
IL11,ENSG00000095752,ENST00000587093
IL11,ENSG00000095752,ENST00000585513
CTC-360J11.4,ENSG00000268379,ENST00000594883
AC003006.7,ENSG00000269026,ENST00000599221
ZNF551,ENSG00000204519,ENST00000596085
AC003006.7,ENSG00000269026,ENST00000594684
ZNF154,ENSG00000179909,ENST00000512439
ZNF154,ENSG00000179909,ENST00000451275
ZNF586,ENSG00000083828,ENST00000599802
ZNF552,ENSG00000178935,ENST00000391701
ZNF586,ENSG00000083828,ENST00000598885
ZNF552,ENSG00000178935,ENST00000600397
ZNF587B,ENSG00000269343,ENST00000594328
CTD-2583A14.10,ENSG00000268750,ENST00000597134
ZNF552,ENSG00000178935,ENST00000596248
CTD-2583A14.10,ENSG00000268750,ENST00000593873
CTD-2583A14.10,ENSG00000268750,ENST00000603271
CTD-2583A14.10,ENSG00000268750,ENST00000596498
ZNF552,ENSG00000178935,ENST00000594473
,,ENSR00001917288
ZNF135,ENSG00000176293,ENST00000506786
ZNF135,ENSG00000176293,ENST00000515535
ZNF135,ENSG00000176293,ENST00000313434
ZNF135,ENSG00000176293,ENST00000359978
ZNF135,ENSG00000176293,ENST00000511556
ZNF135,ENSG00000176293,ENST00000401053
ZNF8,ENSG00000278129,ENST00000621650
CTD-3138B18.4,ENSG00000269545,ENST00000600029
AC010642.1,ENSG00000267216,ENST00000591325
C20orf96,ENSG00000196476,ENST00000400269
C20orf96,ENSG00000196476,ENST00000360321
RP5-1103G7.10,ENSG00000272874,ENST00000608495
C20orf96,ENSG00000196476,ENST00000382369
,,ENSR00001951587
,,
,,ENSR00001951597
,,
PSMF1,ENSG00000125818,ENST00000335877
PSMF1,ENSG00000125818,ENST00000246015
PSMF1,ENSG00000125818,ENST00000333082
PSMF1,ENSG00000125818,ENST00000479715
PSMF1,ENSG00000125818,ENST00000381899
RP4-545L17.11,ENSG00000276026,ENST00000620712
PSMF1,ENSG00000125818,ENST00000478004
C20orf27,ENSG00000101220,ENST00000217195
C20orf27,ENSG00000101220,ENST00000399672
C20orf27,ENSG00000101220,ENST00000379772
C20orf27,ENSG00000101220,ENST00000399683
PLCB4,ENSG00000101333,ENST00000482123
PLCB4,ENSG00000101333,ENST00000473151
PLCB4,ENSG00000101333,ENST00000378473
PLCB4,ENSG00000101333,ENST00000492632
PLCB4,ENSG00000101333,ENST00000378493
PLCB4,ENSG00000101333,ENST00000278655
PLCB4,ENSG00000101333,ENST00000378501
PLCB4,ENSG00000101333,ENST00000414679
PLCB4,ENSG00000101333,ENST00000464199
,,
,,
,,
,,
,,
,,
,,
,,ENSR00001664760
,,
,,
,,
,,
,,ENSR00001955620
,,
,,
,,
,,
,,
,,
,,
,,
,,ENSR00001955642
,,
,,
,,
,,ENSR00001955682
,,ENSR00001664812
,,
,,ENSR00001955683
,,
,,ENSR00001955683
,,
,,ENSR00001664813
,,
5S_rRNA,ENSG00000275305,ENST00000612928
,,ENSR00001955742
5S_rRNA,ENSG00000275305,ENST00000612928
5S_rRNA,ENSG00000275305,ENST00000612928
AC104301.1,ENSG00000276939,ENST00000618384
AC104301.1,ENSG00000276939,ENST00000618384
,,
ID1,ENSG00000125968,ENST00000376105
MIR3193,ENSG00000264395,ENST00000578262
ID1,ENSG00000125968,ENST00000376112
,,ENSR00001955845
HCK,ENSG00000101336,ENST00000375862
HCK,ENSG00000101336,ENST00000375852
HCK,ENSG00000101336,ENST00000520553
HCK,ENSG00000101336,ENST00000262651
HCK,ENSG00000101336,ENST00000534862
HCK,ENSG00000101336,ENST00000518730
HCK,ENSG00000101336,ENST00000486475
HCK,ENSG00000101336,ENST00000629881
HCK,ENSG00000101336,ENST00000538448
MYH7B,ENSG00000078814,ENST00000470929
MYH7B,ENSG00000078814,ENST00000618182
MYH7B,ENSG00000078814,ENST00000481922
MYH7B,ENSG00000078814,ENST00000262873
PTPRT,ENSG00000196090,ENST00000373184
PTPRT,ENSG00000196090,ENST00000373201
PTPRT,ENSG00000196090,ENST00000612229
PTPRT,ENSG00000196090,ENST00000618610
PTPRT,ENSG00000196090,ENST00000373193
PTPRT,ENSG00000196090,ENST00000373187
PTPRT,ENSG00000196090,ENST00000373198
PTPRT,ENSG00000196090,ENST00000617474
PTPRT,ENSG00000196090,ENST00000356100
PTPRT,ENSG00000196090,ENST00000373190
TOX2,ENSG00000124191,ENST00000358131
TOX2,ENSG00000124191,ENST00000435864
TOX2,ENSG00000124191,ENST00000372999
TOX2,ENSG00000124191,ENST00000413823
TOX2,ENSG00000124191,ENST00000341197
TOX2,ENSG00000124191,ENST00000423191
SLC13A3,ENSG00000158296,ENST00000472148
SLC13A3,ENSG00000158296,ENST00000417157
SLC13A3,ENSG00000158296,ENST00000420568
SLC13A3,ENSG00000158296,ENST00000413164
SLC13A3,ENSG00000158296,ENST00000468915
SLC13A3,ENSG00000158296,ENST00000279027
SLC13A3,ENSG00000158296,ENST00000290317
SLC13A3,ENSG00000158296,ENST00000495082
SLC13A3,ENSG00000158296,ENST00000372121
,,ENSR00001958641
,,
PTPN1,ENSG00000196396,ENST00000371621
PTPN1,ENSG00000196396,ENST00000541713
,,
APCDD1L-AS1,ENSG00000231290,ENST00000427140
,,ENSR00001960784
RTEL1-TNFRSF6B,ENSG00000026036,ENST00000622743
RTEL1,ENSG00000258366,ENST00000318100
RTEL1,ENSG00000258366,ENST00000360203
RTEL1,ENSG00000258366,ENST00000370018
RTEL1,ENSG00000258366,ENST00000463361
RTEL1,ENSG00000258366,ENST00000356810
RTEL1,ENSG00000258366,ENST00000508582
RTEL1-TNFRSF6B,ENSG00000026036,ENST00000482936
RTEL1-TNFRSF6B,ENSG00000026036,ENST00000492259
MYT1,ENSG00000196132,ENST00000328439
MYT1,ENSG00000196132,ENST00000360149
MYT1,ENSG00000196132,ENST00000622439
MYT1,ENSG00000196132,ENST00000536311
,,
,,
,,
RP11-717F1.1,ENSG00000279669,ENST00000623753
RP11-717F1.1,ENSG00000279669,ENST00000623753
RP11-717F1.1,ENSG00000279669,ENST00000623753
,,ENSR00001667247
RP11-717F1.1,ENSG00000279669,ENST00000623753
,,ENSR00001961836
,,
,,ENSR00001667249
,,
,,ENSR00001961908
,,
bP-2171C21.3,ENSG00000279501,ENST00000623236
,,ENSR00000611108
,,
,,
,,
VN1R7P,ENSG00000275592,ENST00000619242
,,ENSR00000611338
,,ENSR00000611336
,,ENSR00001962166
,,
RP11-589M2.1,ENSG00000278106,ENST00000612331
BAGE2,ENSG00000187172,ENST00000470054
BAGE2,ENSG00000187172,ENST00000474011
,,ENSR00001667633
BAGE2,ENSG00000187172,ENST00000470054
BAGE2,ENSG00000187172,ENST00000496773
AF254983.1,ENSG00000277137,ENST00000615395
,,ENSR00001667637
BAGE2,ENSG00000187172,ENST00000470054
BAGE2,ENSG00000187172,ENST00000496773
AF254983.1,ENSG00000277137,ENST00000615395
BAGE2,ENSG00000187172,ENST00000496773
AF254983.1,ENSG00000277137,ENST00000615395
BAGE2,ENSG00000187172,ENST00000470054
BAGE2,ENSG00000187172,ENST00000496773
BAGE2,ENSG00000187172,ENST00000470054
BAGE2,ENSG00000187172,ENST00000470054
BAGE2,ENSG00000187172,ENST00000496773
,,
,,
,,
HSPA13,ENSG00000155304,ENST00000285667
HSPA13,ENSG00000155304,ENST00000478035
CHODL,ENSG00000154645,ENST00000400135
CHODL,ENSG00000154645,ENST00000400128
CHODL,ENSG00000154645,ENST00000543733
CHODL,ENSG00000154645,ENST00000338326
CHODL,ENSG00000154645,ENST00000400127
CHODL,ENSG00000154645,ENST00000299295
CHODL,ENSG00000154645,ENST00000400131
B3GALT5,ENSG00000183778,ENST00000343118
AF064860.5,ENSG00000225330,ENST00000416555
B3GALT5,ENSG00000183778,ENST00000380620
B3GALT5,ENSG00000183778,ENST00000380618
B3GALT5,ENSG00000183778,ENST00000398714
B3GALT5,ENSG00000183778,ENST00000615480
BACE2,ENSG00000182240,ENST00000328735
BACE2,ENSG00000182240,ENST00000330333
BACE2,ENSG00000182240,ENST00000491838
BACE2,ENSG00000182240,ENST00000463674
BACE2,ENSG00000182240,ENST00000487994
BACE2,ENSG00000182240,ENST00000465326
BACE2,ENSG00000182240,ENST00000347667
BACE2,ENSG00000182240,ENST00000470864
BACE2,ENSG00000182240,ENST00000466122
RIPK4,ENSG00000183421,ENST00000332512
RIPK4,ENSG00000183421,ENST00000352483
MIR6814,ENSG00000275166,ENST00000622292
UBASH3A,ENSG00000160185,ENST00000319294
UBASH3A,ENSG00000160185,ENST00000291535
UBASH3A,ENSG00000160185,ENST00000473381
UBASH3A,ENSG00000160185,ENST00000398367
WDR4,ENSG00000160193,ENST00000470658
WDR4,ENSG00000160193,ENST00000398208
WDR4,ENSG00000160193,ENST00000479429
WDR4,ENSG00000160193,ENST00000476326
WDR4,ENSG00000160193,ENST00000330317
WDR4,ENSG00000160193,ENST00000492742
WDR4,ENSG00000160193,ENST00000463902
TSPEAR,ENSG00000175894,ENST00000613245
TSPEAR,ENSG00000175894,ENST00000614657
TSPEAR,ENSG00000175894,ENST00000323084
KRTAP10-6,ENSG00000188155,ENST00000622352
PCBP3-OT1,ENSG00000280604,ENST00000626237
PCBP3,ENSG00000183570,ENST00000449640
PCBP3,ENSG00000183570,ENST00000400308
PCBP3,ENSG00000183570,ENST00000400305
PCBP3,ENSG00000183570,ENST00000400304
PCBP3,ENSG00000183570,ENST00000400314
PCBP3,ENSG00000183570,ENST00000400309
PCBP3,ENSG00000183570,ENST00000468429
PCBP3,ENSG00000183570,ENST00000475402
PCBP3,ENSG00000183570,ENST00000400310
PCNT,ENSG00000160299,ENST00000359568
PCNT,ENSG00000160299,ENST00000483844
PCNT,ENSG00000160299,ENST00000466474
PCNT,ENSG00000160299,ENST00000490468
PCNT,ENSG00000160299,ENST00000480896
,,
,,
,,
,,
,,
,,
,,ENSR00001669583
,,
,,
,,ENSR00001966972
,,
,,ENSR00001576038
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
DERL3,ENSG00000099958,ENST00000464034
SMARCB1,ENSG00000099956,ENST00000263121
DERL3,ENSG00000099958,ENST00000406855
SMARCB1,ENSG00000099956,ENST00000407082
DERL3,ENSG00000099958,ENST00000318109
DERL3,ENSG00000099958,ENST00000290730
DERL3,ENSG00000099958,ENST00000404056
SMARCB1,ENSG00000099956,ENST00000344921
SMARCB1,ENSG00000099956,ENST00000407422
DERL3,ENSG00000099958,ENST00000488272
DERL3,ENSG00000099958,ENST00000493596
DERL3,ENSG00000099958,ENST00000464110
DERL3,ENSG00000099958,ENST00000476077
DERL3,ENSG00000099958,ENST00000464023
,,ENSR00001968714
GSTT2,ENSG00000099984,ENST00000621118
AP000351.4,ENSG00000224205,ENST00000437021
GSTT2,ENSG00000099984,ENST00000402588
KIAA1671,ENSG00000197077,ENST00000406486
KIAA1671,ENSG00000197077,ENST00000494730
KIAA1671,ENSG00000197077,ENST00000461374
KIAA1671,ENSG00000197077,ENST00000358431
CTA-390C10.9,ENSG00000272798,ENST00000609964
IGLVIVOR22-1,ENSG00000271138,ENST00000603243
CTA-246H3.12,ENSG00000272942,ENST00000609330
,,ENSR00001969053
HPS4,ENSG00000100099,ENST00000519774
HPS4,ENSG00000100099,ENST00000493455
ASPHD2,ENSG00000128203,ENST00000215906
HPS4,ENSG00000100099,ENST00000493455
HPS4,ENSG00000100099,ENST00000496385
HPS4,ENSG00000100099,ENST00000519774
HPS4,ENSG00000100099,ENST00000398145
HPS4,ENSG00000100099,ENST00000466781
HPS4,ENSG00000100099,ENST00000464362
HPS4,ENSG00000100099,ENST00000422379
HPS4,ENSG00000100099,ENST00000459918
HPS4,ENSG00000100099,ENST00000429411
HPS4,ENSG00000100099,ENST00000485842
HPS4,ENSG00000100099,ENST00000439453
HPS4,ENSG00000100099,ENST00000336873
HPS4,ENSG00000100099,ENST00000402105
CRYBB1,ENSG00000100122,ENST00000215939
THOC5,ENSG00000100296,ENST00000442555
THOC5,ENSG00000100296,ENST00000488052
THOC5,ENSG00000100296,ENST00000490103
THOC5,ENSG00000100296,ENST00000358079
THOC5,ENSG00000100296,ENST00000484924
THOC5,ENSG00000100296,ENST00000397873
THOC5,ENSG00000100296,ENST00000443089
THOC5,ENSG00000100296,ENST00000492707
THOC5,ENSG00000100296,ENST00000397872
CTA-256D12.11,ENSG00000234208,ENST00000411969
THOC5,ENSG00000100296,ENST00000397871
HORMAD2,ENSG00000176635,ENST00000491605
HORMAD2,ENSG00000176635,ENST00000336726
HORMAD2,ENSG00000176635,ENST00000450612
CTA-85E5.7,ENSG00000226573,ENST00000423857
HORMAD2,ENSG00000176635,ENST00000403975
,,ENSR00001970011
SYN3,ENSG00000185666,ENST00000462268
SYN3,ENSG00000185666,ENST00000358763
TIMP3,ENSG00000100234,ENST00000266085
,,ENSR00001970582
MYH9,ENSG00000100345,ENST00000216181
MYH9,ENSG00000100345,ENST00000401701
MYH9,ENSG00000100345,ENST00000477189
MYH9,ENSG00000100345,ENST00000472210
MYH9,ENSG00000100345,ENST00000463027
TNRC6B,ENSG00000100354,ENST00000441751
TNRC6B,ENSG00000100354,ENST00000402203
TNRC6B,ENSG00000100354,ENST00000301923
RP3-496C20.1,ENSG00000261202,ENST00000569912
EFCAB6,ENSG00000186976,ENST00000356087
EFCAB6,ENSG00000186976,ENST00000262726
EFCAB6,ENSG00000186976,ENST00000404038
EFCAB6,ENSG00000186976,ENST00000396231
ALG12,ENSG00000182858,ENST00000486602
ALG12,ENSG00000182858,ENST00000492791
ALG12,ENSG00000182858,ENST00000330817
CITF22-1A6.3,ENSG00000273192,ENST00000610245
SBF1,ENSG00000100241,ENST00000399627
SBF1,ENSG00000100241,ENST00000380817
SBF1,ENSG00000100241,ENST00000348911
SBF1,ENSG00000100241,ENST00000476293
SBF1,ENSG00000100241,ENST00000477234
,,ENSR00001973928
,,
ASMT,ENSG00000196433,ENST00000381233
ASMT,ENSG00000196433,ENST00000381241
ASMT,ENSG00000196433,ENST00000381229
ASMT,ENSG00000196433,ENST00000509780
RBM10,ENSG00000182872,ENST00000478410
RBM10,ENSG00000182872,ENST00000345781
RBM10,ENSG00000182872,ENST00000628161
RBM10,ENSG00000182872,ENST00000496012
RBM10,ENSG00000182872,ENST00000329236
RBM10,ENSG00000182872,ENST00000377604
SYN1,ENSG00000008056,ENST00000340666
SYN1,ENSG00000008056,ENST00000295987
GRIPAP1,ENSG00000068400,ENST00000593475
GRIPAP1,ENSG00000068400,ENST00000611705
GRIPAP1,ENSG00000068400,ENST00000480041
GRIPAP1,ENSG00000068400,ENST00000617369
GRIPAP1,ENSG00000068400,ENST00000611757
GRIPAP1,ENSG00000068400,ENST00000622231
GRIPAP1,ENSG00000068400,ENST00000376423
GRIPAP1,ENSG00000068400,ENST00000495258
GRIPAP1,ENSG00000068400,ENST00000621664
GRIPAP1,ENSG00000068400,ENST00000622599
CACNA1F,ENSG00000102001,ENST00000323022
CACNA1F,ENSG00000102001,ENST00000376265
CACNA1F,ENSG00000102001,ENST00000376251
GAGE2E,ENSG00000275113,ENST00000621907
,,ENSR00001736569
,,ENSR00002135292
RIBC1,ENSG00000158423,ENST00000490702
HSD17B10,ENSG00000072506,ENST00000168216
RIBC1,ENSG00000158423,ENST00000457095
RIBC1,ENSG00000158423,ENST00000414955
HSD17B10,ENSG00000072506,ENST00000375304
HSD17B10,ENSG00000072506,ENST00000477706
HSD17B10,ENSG00000072506,ENST00000495986
RIBC1,ENSG00000158423,ENST00000329209
HSD17B10,ENSG00000072506,ENST00000375298
RP3-339A18.6,ENSG00000233250,ENST00000418049
RIBC1,ENSG00000158423,ENST00000375327
EEF1A1P15,ENSG00000213704,ENST00000395772
Z83819.1,ENSG00000275220,ENST00000616672
HNRNPA1P27,ENSG00000233680,ENST00000412087
TEX13A,ENSG00000268629,ENST00000609007
IL1RAPL2,ENSG00000189108,ENST00000372582
TEX13A,ENSG00000268629,ENST00000600991
SERPINA7,ENSG00000123561,ENST00000372563
SERPINA7,ENSG00000123561,ENST00000327674
SERPINA7,ENSG00000123561,ENST00000487487
,,
NKAPP1,ENSG00000233382,ENST00000555168
SFR1P1,ENSG00000227541,ENST00000403720
NKAPP1,ENSG00000233382,ENST00000554109
,,ENSR00002139330
RP11-41L14.1,ENSG00000234592,ENST00000458202
DDX26B,ENSG00000165359,ENST00000370752
DDX26B-AS1,ENSG00000225235,ENST00000430820
DDX26B,ENSG00000165359,ENST00000493637
DDX26B,ENSG00000165359,ENST00000481908
,,ENSR00002140562
ADGRG4,ENSG00000156920,ENST00000394141
ADGRG4,ENSG00000156920,ENST00000370652
ADGRG4,ENSG00000156920,ENST00000394143
GS1-256O22.5,ENSG00000227303,ENST00000431432
SPANXN3,ENSG00000189252,ENST00000370503
LINC00850,ENSG00000280752,ENST00000629221
,,ENSR00002141318
,,ENSR00001492170
,,
L1CAM,ENSG00000198910,ENST00000474853
L1CAM,ENSG00000198910,ENST00000496122
L1CAM,ENSG00000198910,ENST00000361981
L1CAM,ENSG00000198910,ENST00000455590
L1CAM,ENSG00000198910,ENST00000370060
L1CAM,ENSG00000198910,ENST00000370055
L1CAM,ENSG00000198910,ENST00000370058
L1CAM,ENSG00000198910,ENST00000491983
L1CAM,ENSG00000198910,ENST00000484652
L1CAM,ENSG00000198910,ENST00000361699
RENBP,ENSG00000102032,ENST00000451114
HCFC1,ENSG00000172534,ENST00000310441
RENBP,ENSG00000102032,ENST00000462086
RENBP,ENSG00000102032,ENST00000393700
RENBP,ENSG00000102032,ENST00000457282
RENBP,ENSG00000102032,ENST00000471056
RENBP,ENSG00000102032,ENST00000369997
RENBP,ENSG00000102032,ENST00000442361
RENBP,ENSG00000102032,ENST00000464227
RENBP,ENSG00000102032,ENST00000475904
HCFC1,ENSG00000172534,ENST00000369984
HCFC1,ENSG00000172534,ENST00000444191
RENBP,ENSG00000102032,ENST00000423624
,,ENSR00002141771
RPL10,ENSG00000147403,ENST00000467168
DNASE1L1,ENSG00000013563,ENST00000412184
RPL10,ENSG00000147403,ENST00000485196
DNASE1L1,ENSG00000013563,ENST00000497242
RPL10,ENSG00000147403,ENST00000491035
RPL10,ENSG00000147403,ENST00000428169
RPL10,ENSG00000147403,ENST00000427682
RPL10,ENSG00000147403,ENST00000618723
DNASE1L1,ENSG00000013563,ENST00000447892
SNORA70,ENSG00000207165,ENST00000384436
RPL10,ENSG00000147403,ENST00000482732
DNASE1L1,ENSG00000013563,ENST00000309585
DNASE1L1,ENSG00000013563,ENST00000014935
RPL10,ENSG00000147403,ENST00000449494
DNASE1L1,ENSG00000013563,ENST00000424626
RPL10,ENSG00000147403,ENST00000458500
RPL10,ENSG00000147403,ENST00000451365
DNASE1L1,ENSG00000013563,ENST00000369808
RPL10,ENSG00000147403,ENST00000424325
RPL10,ENSG00000147403,ENST00000369817
DNASE1L1,ENSG00000013563,ENST00000393638
DNASE1L1,ENSG00000013563,ENST00000369809
RPL10,ENSG00000147403,ENST00000436473
RPL10,ENSG00000147403,ENST00000492572
RPL10,ENSG00000147403,ENST00000489200
DNASE1L1,ENSG00000013563,ENST00000432135
DNASE1L1,ENSG00000013563,ENST00000451865
RPL10,ENSG00000147403,ENST00000344746
RPL10,ENSG00000147403,ENST00000406022
DNASE1L1,ENSG00000013563,ENST00000369807
CTBP2P1,ENSG00000235857,ENST00000431853
,,
,,
,,
,,
CFAP74,ENSG00000142609,ENST00000378590
CFAP74,ENSG00000142609,ENST00000468610
CFAP74,ENSG00000142609,ENST00000493964
CFAP74,ENSG00000142609,ENST00000378592
CFAP74,ENSG00000142609,ENST00000270720
,,ENSR00001740475
TNFRSF1B,ENSG00000028137,ENST00000536782
TNFRSF1B,ENSG00000028137,ENST00000489921
TNFRSF1B,ENSG00000028137,ENST00000376259
MIR4632,ENSG00000263676,ENST00000584158
TNFRSF1B,ENSG00000028137,ENST00000492361
PADI3,ENSG00000142619,ENST00000375460
EPHB2,ENSG00000133216,ENST00000374630
EPHB2,ENSG00000133216,ENST00000374627
EPHB2,ENSG00000133216,ENST00000544305
EPHB2,ENSG00000133216,ENST00000465676
EPHB2,ENSG00000133216,ENST00000400191
EPHB2,ENSG00000133216,ENST00000374632
ASAP3,ENSG00000088280,ENST00000437606
ASAP3,ENSG00000088280,ENST00000530874
ASAP3,ENSG00000088280,ENST00000484418
ASAP3,ENSG00000088280,ENST00000492982
ASAP3,ENSG00000088280,ENST00000475814
ASAP3,ENSG00000088280,ENST00000618240
ASAP3,ENSG00000088280,ENST00000495646
ASAP3,ENSG00000088280,ENST00000465372
ASAP3,ENSG00000088280,ENST00000478858
ASAP3,ENSG00000088280,ENST00000336689
,,ENSR00001744645
MYOM3,ENSG00000142661,ENST00000475306
RP11-293P20.4,ENSG00000230703,ENST00000429191
MYOM3,ENSG00000142661,ENST00000374434
MYOM3,ENSG00000142661,ENST00000448831
RP11-293P20.2,ENSG00000225315,ENST00000439239
WASF2,ENSG00000158195,ENST00000536657
WASF2,ENSG00000158195,ENST00000618852
STX12,ENSG00000117758,ENST00000472285
STX12,ENSG00000117758,ENST00000373943
RP3-426I6.6,ENSG00000270031,ENST00000602843
RNU6-1245P,ENSG00000223062,ENST00000411130
GLIS1,ENSG00000174332,ENST00000628545
GLIS1,ENSG00000174332,ENST00000312233
STRIP1,ENSG00000143093,ENST00000535003
STRIP1,ENSG00000143093,ENST00000473429
STRIP1,ENSG00000143093,ENST00000461054
STRIP1,ENSG00000143093,ENST00000369796
STRIP1,ENSG00000143093,ENST00000369795
STRIP1,ENSG00000143093,ENST00000485775
,,ENSR00001757658
,,
,,
ITGA10,ENSG00000143127,ENST00000369304
ITGA10,ENSG00000143127,ENST00000539363
RP11-315I20.3,ENSG00000244619,ENST00000415065
S100A7A,ENSG00000184330,ENST00000368729
S100A7A,ENSG00000184330,ENST00000368728
S100A7A,ENSG00000184330,ENST00000329256
LAMTOR2,ENSG00000116586,ENST00000368304
